DATE,VIX,New_Stock_Price,LCR,Net_income,Cost_income_ratio,ROE,CET1_ratio,CDS_Spread
2019-12-15,12.63,13.34,198.02,857.66,77.72,7.68,12.64,44.98
2019-12-16,12.14,13.5,195.64,849.78,77.84,7.63,12.67,43.53
2019-12-17,12.29,13.63,195.54,852.88,77.49,7.64,12.72,43.52
2019-12-18,12.58,13.61,197.8,855.77,77.69,7.62,12.71,42.53
2019-12-19,12.5,13.54,197.15,855.45,78.49,7.61,12.59,43.03
2019-12-20,12.51,13.24,196.04,864.16,78.16,7.73,12.71,43.03
2019-12-21,12.51,13.24,197.23,849.05,77.56,7.7,12.66,43.03
2019-12-22,12.51,13.24,196.15,857.06,77.31,7.72,12.68,43.03
2019-12-23,12.61,13.24,198.26,861.08,77.8,7.59,12.68,43.03
2019-12-24,12.67,13.22,198.32,864.21,77.86,7.63,12.67,43.02
2019-12-25,12.67,13.22,197.92,852.11,78.14,7.57,12.75,43.02
2019-12-26,12.65,13.26,197.85,855.74,77.75,7.59,12.68,43.02
2019-12-27,13.43,13.41,199.27,855.77,78.16,7.58,12.62,43.02
2019-12-28,13.43,13.41,197.71,853.81,78.72,7.66,12.67,43.02
2019-12-29,13.43,13.41,196.69,852.2,78.3,7.59,12.7,43.02
2019-12-30,14.82,13.43,198.33,854.24,77.97,7.65,12.77,43.03
2019-12-31,13.78,13.45,198.0,852.0,78.0,7.6,12.7,43.02
2020-01-01,13.78,13.45,200.28,848.23,77.36,7.65,12.63,43.02
2020-01-02,12.47,13.75,197.91,861.79,77.87,7.72,12.7,43.02
2020-01-03,14.02,13.48,198.74,866.59,77.29,7.71,12.77,43.02
2020-01-04,14.02,13.48,197.15,870.92,77.05,7.79,12.7,43.02
2020-01-05,14.02,13.48,197.65,872.94,77.24,7.84,12.73,43.02
2020-01-06,13.85,13.53,197.78,877.47,77.9,7.8,12.65,44.04
2020-01-07,13.79,13.79,197.98,889.52,77.71,7.99,12.7,44.51
2020-01-08,13.45,13.92,197.64,890.27,77.34,8.01,12.66,43.54
2020-01-09,12.54,13.95,197.28,899.04,76.55,7.99,12.58,43.01
2020-01-10,12.56,13.74,195.93,899.0,76.98,8.01,12.65,42.01
2020-01-11,12.56,13.74,195.5,908.62,77.08,8.11,12.56,42.01
2020-01-12,12.56,13.74,196.22,918.48,76.93,8.14,12.58,42.01
2020-01-13,12.32,13.92,196.64,920.5,76.05,8.2,12.63,42.5
2020-01-14,12.39,14.02,195.32,921.32,76.33,8.24,12.63,42.5
2020-01-15,12.42,13.84,196.42,929.25,76.56,8.3,12.53,42.5
2020-01-16,12.32,13.94,196.62,932.21,76.7,8.38,12.66,43.5
2020-01-17,12.1,13.87,194.1,938.34,75.54,8.39,12.62,43.5
2020-01-18,12.1,13.87,194.01,942.0,76.24,8.37,12.54,43.5
2020-01-19,12.1,13.87,194.52,947.76,76.26,8.51,12.48,43.5
2020-01-20,12.1,13.87,194.79,954.44,76.44,8.56,12.56,43.51
2020-01-21,12.85,13.64,193.79,954.38,76.29,8.67,12.53,42.5
2020-01-22,12.91,13.58,195.47,959.36,76.15,8.55,12.56,43.5
2020-01-23,12.98,13.54,194.38,962.85,75.51,8.65,12.53,44.0
2020-01-24,14.56,13.46,193.82,967.03,74.99,8.6,12.41,44.49
2020-01-25,14.56,13.46,192.18,973.74,75.48,8.75,12.51,44.49
2020-01-26,14.56,13.46,192.13,984.68,75.93,8.75,12.51,44.49
2020-01-27,18.23,13.12,193.53,985.27,75.99,8.89,12.56,44.51
2020-01-28,16.28,13.01,190.97,996.34,75.63,8.83,12.47,45.5
2020-01-29,16.39,13.03,193.9,999.38,75.43,8.84,12.62,44.98
2020-01-30,15.49,13.0,192.57,995.92,75.31,8.93,12.38,45.0
2020-01-31,18.84,12.61,195.76,1012.17,74.85,8.92,12.58,45.49
2020-02-01,18.84,12.61,194.66,1017.92,74.93,9.07,12.47,45.49
2020-02-02,18.84,12.61,192.02,1015.3,75.53,9.01,12.54,45.49
2020-02-03,17.97,12.52,191.92,1026.41,74.42,9.13,12.48,45.99
2020-02-04,16.05,12.71,192.83,1026.04,75.32,9.1,12.54,46.48
2020-02-05,15.15,12.98,193.36,1035.19,74.47,9.21,12.44,44.98
2020-02-06,14.96,13.09,189.87,1034.46,75.02,9.33,12.39,43.48
2020-02-07,15.47,13.06,189.55,1037.28,73.86,9.33,12.54,44.25
2020-02-08,15.47,13.06,190.53,1048.37,74.54,9.32,12.44,44.25
2020-02-09,15.47,13.06,191.54,1054.55,73.93,9.4,12.45,44.25
2020-02-10,15.04,13.18,191.28,1058.46,73.57,9.45,12.51,45.48
2020-02-11,15.18,13.44,191.67,1060.19,74.12,9.51,12.36,46.48
2020-02-12,13.74,13.63,189.25,1068.6,74.33,9.49,12.45,45.46
2020-02-13,14.15,13.65,187.97,1076.53,73.51,9.6,12.37,43.48
2020-02-14,13.68,13.62,190.94,1080.27,73.16,9.52,12.39,43.48
2020-02-15,13.68,13.62,189.09,1086.32,73.62,9.65,12.4,43.48
2020-02-16,13.68,13.62,187.74,1087.76,73.52,9.7,12.29,43.48
2020-02-17,13.68,13.62,189.7,1100.68,73.68,9.79,12.33,43.47
2020-02-18,14.83,13.65,190.17,1095.76,73.74,9.81,12.46,42.49
2020-02-19,14.38,13.76,189.09,1107.92,73.25,9.8,12.43,42.99
2020-02-20,15.56,13.74,188.58,1115.96,73.9,9.86,12.36,42.99
2020-02-21,17.08,13.62,188.7,1118.05,73.17,9.95,12.37,43.99
2020-02-22,17.08,13.62,188.31,1120.21,72.86,9.98,12.33,43.99
2020-02-23,17.08,13.62,187.17,1123.9,72.27,10.01,12.43,43.99
2020-02-24,25.03,12.83,187.62,1135.64,72.7,10.06,12.32,44.99
2020-02-25,27.85,12.37,188.67,1130.25,72.58,10.15,12.35,50.46
2020-02-26,27.56,12.19,188.3,1137.25,72.99,10.15,12.4,52.97
2020-02-27,39.16,11.59,187.97,1144.77,72.7,10.21,12.27,54.47
2020-02-28,40.11,11.28,186.64,1156.81,71.96,10.34,12.41,59.43
2020-02-29,40.11,11.28,187.27,1158.23,72.4,10.25,12.21,59.43
2020-03-01,40.11,11.28,185.12,1157.57,72.5,10.28,12.4,59.43
2020-03-02,33.42,11.37,187.28,1165.45,72.74,10.42,12.27,62.94
2020-03-03,36.82,10.93,188.34,1169.23,72.39,10.41,12.27,66.89
2020-03-04,31.99,11.21,185.29,1173.9,72.25,10.47,12.16,66.43
2020-03-05,39.62,10.58,185.99,1186.17,71.88,10.5,12.24,65.37
2020-03-06,41.94,10.35,186.72,1181.23,71.91,10.56,12.2,72.33
2020-03-07,41.94,10.35,187.46,1199.01,72.16,10.68,12.22,72.33
2020-03-08,41.94,10.35,185.6,1200.76,71.05,10.69,12.24,72.33
2020-03-09,54.46,8.93,185.18,1206.95,71.34,10.74,12.31,82.24
2020-03-10,47.3,9.65,183.74,1205.41,71.08,10.7,12.25,104.92
2020-03-11,53.9,9.07,185.62,1211.82,71.44,10.76,12.25,97.53
2020-03-12,75.47,7.71,187.36,1211.43,71.68,10.74,12.16,102.46
2020-03-13,57.83,8.16,185.44,1220.38,70.87,10.86,12.16,117.23
2020-03-14,57.83,8.16,184.97,1229.8,70.07,10.97,12.33,117.23
2020-03-15,57.83,8.16,185.13,1238.29,70.75,11.0,12.16,117.23
2020-03-16,82.69,6.67,184.63,1233.13,71.17,11.02,12.3,119.71
2020-03-17,75.91,7.24,183.66,1241.37,70.93,11.07,12.18,132.52
2020-03-18,76.45,6.85,185.1,1247.36,70.8,11.09,12.19,129.57
2020-03-19,72.0,7.5,184.33,1247.13,70.42,11.17,12.25,144.32
2020-03-20,66.04,7.0,183.95,1260.67,69.94,11.23,12.25,132.94
2020-03-21,66.04,7.0,182.79,1260.15,70.55,11.19,12.16,132.94
2020-03-22,66.04,7.0,184.87,1267.48,69.93,11.31,12.13,132.94
2020-03-23,61.59,6.73,184.06,1271.46,71.01,11.37,12.15,132.94
2020-03-24,61.67,7.83,182.68,1275.1,70.28,11.37,12.17,124.58
2020-03-25,63.95,8.26,184.05,1283.51,69.74,11.46,12.2,109.85
2020-03-26,61.0,8.89,182.39,1287.7,69.63,11.58,12.13,109.85
2020-03-27,65.54,8.33,181.93,1292.11,69.74,11.52,12.17,114.76
2020-03-28,65.54,8.33,181.78,1295.67,69.59,11.58,12.22,114.76
2020-03-29,65.54,8.33,180.6,1305.21,70.02,11.58,12.14,114.76
2020-03-30,57.08,8.38,182.64,1315.97,69.57,11.66,12.13,114.76
2020-03-31,53.54,8.09,182.0,1314.0,69.4,11.7,12.1,114.76
2020-04-01,57.06,7.67,182.51,1321.88,69.65,11.75,12.09,132.07
2020-04-02,50.91,7.89,182.22,1310.15,69.02,11.71,12.05,114.76
2020-04-03,46.8,7.74,181.99,1296.89,69.69,11.58,12.09,139.73
2020-04-04,46.8,7.74,182.84,1313.18,69.5,11.55,12.14,139.73
2020-04-05,46.8,7.74,182.71,1301.77,69.61,11.62,12.14,139.73
2020-04-06,45.24,8.31,183.95,1308.57,69.23,11.53,12.07,141.93
2020-04-07,46.7,8.39,183.16,1302.47,68.89,11.56,12.1,139.45
2020-04-08,43.35,8.47,182.55,1290.5,69.64,11.5,12.2,136.96
2020-04-09,41.67,8.87,184.29,1300.05,68.76,11.41,12.17,136.95
2020-04-10,41.67,8.87,183.34,1311.73,69.38,11.36,12.27,114.76
2020-04-11,41.67,8.87,184.17,1298.87,69.82,11.48,12.22,114.76
2020-04-12,41.67,8.87,183.41,1293.58,69.57,11.42,12.22,114.76
2020-04-13,41.17,8.65,183.41,1299.35,70.19,11.4,12.07,127.11
2020-04-14,37.76,8.73,184.23,1292.0,69.88,11.45,12.21,136.95
2020-04-15,40.84,8.09,184.32,1290.32,69.3,11.46,12.16,132.07
2020-04-16,40.11,7.83,184.9,1280.1,69.55,11.35,12.14,122.2
2020-04-17,38.15,8.24,184.37,1287.14,69.53,11.33,12.18,122.2
2020-04-18,38.15,8.24,183.1,1290.74,69.01,11.35,12.24,122.2
2020-04-19,38.15,8.24,184.53,1276.77,69.24,11.22,12.21,122.2
2020-04-20,43.83,8.13,185.8,1289.95,69.38,11.3,12.13,119.73
2020-04-21,45.41,7.76,184.96,1278.32,68.88,11.29,12.24,122.18
2020-04-22,41.98,7.89,185.16,1271.42,69.61,11.28,12.16,122.18
2020-04-23,41.38,7.88,186.44,1282.14,69.52,11.11,12.21,119.71
2020-04-24,35.93,8.08,185.04,1272.03,69.03,11.15,12.19,114.79
2020-04-25,35.93,8.08,184.44,1277.23,69.76,11.13,12.2,114.79
2020-04-26,35.93,8.08,185.85,1268.65,69.88,11.16,12.26,114.79
2020-04-27,33.29,8.38,185.71,1268.51,69.72,11.16,12.16,114.78
2020-04-28,33.57,8.84,185.43,1270.47,69.53,11.2,12.34,107.4
2020-04-29,31.23,9.37,186.3,1267.47,69.86,11.07,12.12,107.4
2020-04-30,34.15,9.04,187.06,1250.78,69.9,11.04,12.2,102.47
2020-05-01,37.19,8.67,186.76,1254.85,69.78,11.12,12.26,102.47
2020-05-02,37.19,8.67,187.2,1266.66,69.4,11.05,12.28,102.47
2020-05-03,37.19,8.67,188.73,1258.01,69.79,11.09,12.24,102.47
2020-05-04,35.97,8.52,186.92,1253.77,70.11,11.01,12.25,122.18
2020-05-05,33.61,8.25,187.64,1246.61,69.5,10.9,12.28,122.18
2020-05-06,34.12,8.13,187.08,1246.77,70.44,10.87,12.24,104.93
2020-05-07,31.44,8.3,186.92,1238.91,69.54,10.84,12.35,104.93
2020-05-08,27.98,8.41,187.31,1249.86,69.75,10.95,12.32,102.95
2020-05-09,27.98,8.41,187.56,1244.93,69.51,10.96,12.32,102.95
2020-05-10,27.98,8.41,188.48,1240.84,69.83,10.97,12.22,102.95
2020-05-11,27.57,8.18,190.45,1245.07,69.16,10.89,12.28,102.95
2020-05-12,33.04,8.0,187.81,1246.24,69.58,10.89,12.27,104.93
2020-05-13,35.28,7.73,188.24,1255.93,69.4,10.77,12.23,104.93
2020-05-14,32.61,7.78,188.71,1230.57,69.83,10.71,12.32,101.97
2020-05-15,31.89,7.66,189.28,1246.45,70.14,10.81,12.27,104.93
2020-05-16,31.89,7.66,189.32,1243.56,70.03,10.76,12.34,104.93
2020-05-17,31.89,7.66,190.4,1230.38,68.99,10.72,12.24,104.93
2020-05-18,29.3,8.47,187.18,1235.16,70.53,10.72,12.41,106.41
2020-05-19,30.53,8.31,187.37,1229.15,69.93,10.7,12.26,103.94
2020-05-20,27.99,8.55,189.24,1231.7,69.57,10.73,12.33,100.0
2020-05-21,29.53,8.46,190.84,1238.73,69.9,10.71,12.37,96.54
2020-05-22,28.16,8.26,188.58,1231.12,69.92,10.65,12.29,96.05
2020-05-23,28.16,8.26,187.42,1228.81,69.63,10.64,12.38,96.05
2020-05-24,28.16,8.26,190.83,1220.98,69.94,10.6,12.26,96.05
2020-05-25,28.16,8.26,190.68,1212.38,69.67,10.52,12.43,95.06
2020-05-26,28.01,8.77,189.62,1219.09,69.75,10.58,12.35,95.06
2020-05-27,27.62,9.28,189.87,1226.72,69.66,10.43,12.31,91.61
2020-05-28,28.59,9.31,190.04,1207.09,69.41,10.55,12.34,80.24
2020-05-29,27.51,9.06,191.18,1208.52,69.97,10.4,12.41,80.24
2020-05-30,27.51,9.06,190.66,1214.61,70.13,10.46,12.33,80.24
2020-05-31,27.51,9.06,191.83,1205.64,70.11,10.38,12.32,80.24
2020-06-01,28.23,9.25,188.94,1205.23,70.23,10.44,12.36,81.24
2020-06-02,26.84,9.59,190.91,1205.99,70.07,10.38,12.31,79.26
2020-06-03,25.66,10.17,190.82,1198.13,69.78,10.27,12.49,72.32
2020-06-04,25.81,10.21,191.77,1199.03,70.26,10.37,12.35,68.37
2020-06-05,24.52,10.47,191.66,1208.38,69.51,10.29,12.44,69.18
2020-06-06,24.52,10.47,193.03,1193.5,69.68,10.35,12.41,69.18
2020-06-07,24.52,10.47,190.77,1189.92,69.66,10.28,12.34,69.18
2020-06-08,25.81,10.95,192.66,1194.61,70.38,10.28,12.4,60.41
2020-06-09,27.57,10.71,193.28,1201.89,70.34,10.18,12.46,60.92
2020-06-10,27.57,10.53,194.61,1194.11,70.19,10.18,12.4,63.39
2020-06-11,40.79,9.74,192.64,1190.68,70.4,10.17,12.49,63.9
2020-06-12,36.09,9.97,193.53,1192.36,69.74,10.23,12.48,68.87
2020-06-13,36.09,9.97,191.74,1178.93,70.17,10.25,12.48,68.87
2020-06-14,36.09,9.97,191.36,1191.98,70.02,10.09,12.4,68.87
2020-06-15,34.4,10.02,194.46,1189.57,70.36,10.18,12.37,67.4
2020-06-16,33.67,10.2,193.84,1182.7,70.04,9.97,12.4,60.41
2020-06-17,33.47,10.18,195.07,1190.32,69.95,10.0,12.45,65.71
2020-06-18,32.94,10.17,192.9,1174.64,70.28,9.99,12.48,63.93
2020-06-19,35.12,10.1,194.78,1187.78,70.41,9.95,12.32,65.9
2020-06-20,35.12,10.1,196.16,1179.72,69.88,9.92,12.46,65.9
2020-06-21,35.12,10.1,195.0,1174.82,70.1,10.01,12.47,65.9
2020-06-22,31.77,10.2,195.02,1175.23,69.76,9.95,12.45,65.9
2020-06-23,31.37,10.35,194.93,1172.99,69.27,9.97,12.55,63.93
2020-06-24,33.84,9.91,193.65,1180.04,70.22,9.97,12.5,68.37
2020-06-25,32.22,10.26,196.46,1163.28,70.37,9.92,12.56,70.35
2020-06-26,34.73,9.99,194.83,1163.67,70.26,9.92,12.47,76.67
2020-06-27,34.73,9.99,196.0,1173.82,69.5,9.86,12.54,76.67
2020-06-28,34.73,9.99,194.27,1161.43,70.06,9.77,12.59,76.67
2020-06-29,31.78,10.15,194.77,1169.59,69.42,9.88,12.57,76.67
2020-06-30,30.43,10.31,196.0,1162.0,70.2,9.8,12.5,77.75
2020-07-01,28.62,10.17,195.6,1152.58,70.3,9.72,12.53,76.25
2020-07-02,27.68,10.31,196.35,1142.84,70.56,9.65,12.37,73.78
2020-07-03,27.68,10.31,196.48,1133.52,70.55,9.72,12.44,68.37
2020-07-04,27.68,10.31,194.92,1139.09,70.3,9.59,12.58,68.37
2020-07-05,27.68,10.31,195.74,1131.88,71.05,9.56,12.55,68.37
2020-07-06,27.94,10.64,193.63,1125.18,70.33,9.43,12.52,67.4
2020-07-07,29.43,10.37,196.96,1114.38,70.43,9.36,12.57,68.82
2020-07-08,28.08,10.51,194.98,1116.61,71.55,9.34,12.65,68.81
2020-07-09,29.26,10.24,195.47,1098.93,71.6,9.3,12.54,67.4
2020-07-10,27.29,10.57,195.04,1100.59,71.54,9.2,12.56,63.39
2020-07-11,27.29,10.57,196.41,1088.12,71.2,9.2,12.57,63.39
2020-07-12,27.29,10.57,192.44,1078.12,71.58,9.07,12.71,63.39
2020-07-13,32.19,10.45,195.14,1078.4,71.87,9.04,12.44,74.28
2020-07-14,29.52,10.75,194.98,1070.64,71.54,9.07,12.62,73.29
2020-07-15,27.76,10.75,194.58,1063.64,71.98,9.01,12.57,72.3
2020-07-16,28.0,10.66,196.65,1055.34,72.6,8.91,12.62,69.32
2020-07-17,25.68,10.64,194.02,1047.95,73.01,8.83,12.55,69.32
2020-07-18,25.68,10.64,195.58,1055.35,72.5,8.77,12.59,69.32
2020-07-19,25.68,10.64,195.11,1041.66,73.05,8.75,12.65,69.32
2020-07-20,24.46,10.69,195.93,1032.29,72.25,8.74,12.8,69.31
2020-07-21,24.84,10.76,193.98,1022.04,73.28,8.7,12.66,66.33
2020-07-22,24.32,10.78,193.85,1020.55,72.91,8.58,12.57,64.34
2020-07-23,26.08,10.6,195.57,1011.01,73.43,8.49,12.6,63.84
2020-07-24,25.84,10.57,194.85,1001.46,73.37,8.51,12.6,61.85
2020-07-25,25.84,10.57,192.86,992.84,74.06,8.4,12.52,61.85
2020-07-26,25.84,10.57,193.78,987.44,73.43,8.36,12.62,61.85
2020-07-27,24.74,10.63,194.62,962.8,74.09,8.4,12.69,61.84
2020-07-28,25.44,10.54,194.99,975.75,73.91,8.32,12.57,62.34
2020-07-29,24.1,10.65,193.44,964.99,74.08,8.23,12.72,62.84
2020-07-30,24.76,10.46,191.19,970.38,74.21,8.11,12.69,63.83
2020-07-31,24.46,10.56,194.49,954.55,74.12,8.13,12.62,66.65
2020-08-01,24.46,10.56,192.72,940.83,74.54,8.11,12.67,66.65
2020-08-02,24.46,10.56,191.87,940.75,74.66,7.99,12.78,66.65
2020-08-03,24.28,10.77,191.01,928.27,74.9,8.02,12.73,66.65
2020-08-04,23.76,10.9,194.52,930.4,74.99,7.96,12.69,66.31
2020-08-05,22.99,11.04,193.78,922.65,75.37,7.93,12.68,66.3
2020-08-06,22.65,11.01,193.37,919.83,75.55,7.8,12.71,66.3
2020-08-07,22.21,11.01,194.88,902.97,74.99,7.76,12.67,62.33
2020-08-08,22.21,11.01,194.08,901.07,75.8,7.75,12.58,62.33
2020-08-09,22.21,11.01,194.98,886.24,75.22,7.65,12.85,62.33
2020-08-10,22.13,11.16,191.96,891.55,75.98,7.55,12.73,61.32
2020-08-11,24.03,11.29,193.23,883.8,76.12,7.5,12.75,60.83
2020-08-12,22.28,11.56,191.61,876.97,75.37,7.47,12.73,59.34
2020-08-13,22.13,11.41,192.91,867.4,76.21,7.35,12.69,57.84
2020-08-14,22.05,11.38,192.82,863.11,76.15,7.35,12.73,57.84
2020-08-15,22.05,11.38,193.61,863.32,76.18,7.35,12.65,57.84
2020-08-16,22.05,11.38,192.98,845.65,77.06,7.14,12.9,57.84
2020-08-17,21.35,11.28,193.48,841.41,76.49,7.27,12.68,57.33
2020-08-18,21.51,11.11,193.49,827.6,76.57,7.19,12.7,57.35
2020-08-19,22.54,11.15,194.85,822.17,77.02,7.06,12.74,57.34
2020-08-20,22.72,11.04,192.36,821.09,77.37,7.05,12.86,54.86
2020-08-21,22.54,10.96,191.69,820.24,77.22,6.97,12.78,54.86
2020-08-22,22.54,10.96,192.78,805.64,77.81,6.98,12.71,54.86
2020-08-23,22.54,10.96,191.69,799.06,77.72,6.91,12.87,54.86
2020-08-24,22.37,11.15,193.87,791.38,76.91,6.74,12.84,53.87
2020-08-25,22.03,11.1,192.07,783.94,77.62,6.79,12.84,52.87
2020-08-26,23.27,11.2,191.73,782.06,77.75,6.69,12.85,50.88
2020-08-27,24.47,11.14,191.76,764.95,78.25,6.65,12.96,49.89
2020-08-28,22.96,11.2,192.86,774.4,77.29,6.56,12.96,49.37
2020-08-29,22.96,11.2,191.93,756.39,79.25,6.62,12.78,49.37
2020-08-30,22.96,11.2,191.39,757.76,78.67,6.54,12.93,49.37
2020-08-31,26.41,10.97,193.59,739.49,78.68,6.39,12.86,49.38
2020-09-01,26.12,10.85,191.05,744.06,79.17,6.31,12.87,49.38
2020-09-02,26.57,10.98,191.86,737.38,79.72,6.3,12.74,49.38
2020-09-03,33.6,10.96,192.4,729.01,79.34,6.29,12.84,54.86
2020-09-04,30.75,10.92,190.1,714.31,79.5,6.22,12.81,49.38
2020-09-05,30.75,10.92,192.1,714.84,79.35,6.22,12.92,49.38
2020-09-06,30.75,10.92,190.53,699.82,79.39,6.14,12.94,49.38
2020-09-07,30.75,10.92,192.31,698.53,79.41,6.1,12.75,48.39
2020-09-08,31.46,10.45,190.49,699.29,79.42,6.01,12.88,48.91
2020-09-09,28.81,10.76,192.05,691.24,79.61,5.87,12.96,50.41
2020-09-10,29.71,10.7,192.39,680.0,79.51,5.88,12.88,48.39
2020-09-11,26.87,10.76,192.08,667.55,80.09,5.88,12.94,50.41
2020-09-12,26.87,10.76,191.42,670.27,79.66,5.78,12.92,50.41
2020-09-13,26.87,10.76,190.88,659.94,80.46,5.75,12.93,50.41
2020-09-14,25.85,11.19,190.48,639.65,80.51,5.65,12.9,51.4
2020-09-15,25.59,10.92,192.42,650.98,80.71,5.56,12.84,50.4
2020-09-16,26.04,11.04,190.23,639.6,80.61,5.55,12.85,48.9
2020-09-17,26.46,10.98,189.83,640.03,82.01,5.52,12.97,47.89
2020-09-18,25.83,10.68,191.43,619.98,81.55,5.42,12.94,48.9
2020-09-19,25.83,10.68,189.94,601.2,80.77,5.39,12.93,48.9
2020-09-20,25.83,10.68,189.72,614.58,81.42,5.3,12.92,48.9
2020-09-21,27.78,10.08,189.17,607.95,81.26,5.34,12.93,50.4
2020-09-22,26.86,9.91,190.05,589.74,81.26,5.22,13.02,54.94
2020-09-23,28.58,9.68,190.38,587.18,81.28,5.25,12.94,47.89
2020-09-24,28.51,9.62,190.63,602.18,82.04,5.2,12.88,57.89
2020-09-25,26.38,9.48,191.26,577.7,81.78,5.07,13.02,60.37
2020-09-26,26.38,9.48,190.78,577.03,82.5,4.97,12.97,60.37
2020-09-27,26.38,9.48,190.01,562.31,82.64,4.86,12.99,60.37
2020-09-28,26.19,9.9,189.94,547.25,82.91,4.84,13.09,57.89
2020-09-29,26.27,9.83,190.57,551.71,82.26,4.79,12.99,60.37
2020-09-30,26.37,9.97,190.0,546.0,82.7,4.8,13.0,60.87
2020-10-01,26.7,9.91,189.79,538.4,82.57,4.73,12.96,59.87
2020-10-02,27.63,10.07,190.58,529.11,82.38,4.64,13.05,58.39
2020-10-03,27.63,10.07,188.52,515.31,84.07,4.54,12.98,58.39
2020-10-04,27.63,10.07,190.19,506.5,83.93,4.48,12.91,58.39
2020-10-05,27.96,10.32,190.1,495.05,83.26,4.35,13.11,56.38
2020-10-06,29.48,10.3,190.04,484.29,83.88,4.3,13.01,54.87
2020-10-07,28.06,10.48,190.99,478.44,84.11,4.15,12.9,52.89
2020-10-08,26.36,10.57,190.32,464.35,84.61,4.08,12.96,56.38
2020-10-09,25.0,10.47,191.4,456.92,83.96,3.97,13.0,51.39
2020-10-10,25.0,10.47,189.06,445.57,84.92,3.92,13.1,51.39
2020-10-11,25.0,10.47,190.13,440.01,84.42,3.84,12.92,51.39
2020-10-12,25.07,10.61,190.08,433.66,84.27,3.76,13.05,48.89
2020-10-13,26.07,10.45,188.98,415.41,85.3,3.67,13.08,48.39
2020-10-14,26.4,10.35,190.91,404.14,85.71,3.56,12.94,51.39
2020-10-15,26.97,10.23,192.21,399.08,86.43,3.49,12.97,48.88
2020-10-16,27.41,10.22,189.98,389.7,85.04,3.37,12.92,51.88
2020-10-17,27.41,10.22,190.48,380.48,86.0,3.35,12.97,51.88
2020-10-18,27.41,10.22,190.08,368.89,85.72,3.23,12.98,51.88
2020-10-19,29.18,10.62,189.32,359.79,86.39,3.14,13.02,51.38
2020-10-20,29.35,10.81,188.27,351.57,85.64,3.1,13.05,50.39
2020-10-21,28.65,10.63,189.33,343.63,85.9,2.94,12.93,50.36
2020-10-22,28.11,10.66,188.68,325.68,86.28,2.86,12.85,51.38
2020-10-23,27.55,10.87,191.62,320.24,86.81,2.77,12.97,50.38
2020-10-24,27.55,10.87,189.89,312.06,86.69,2.71,12.99,50.38
2020-10-25,27.55,10.87,189.67,299.2,87.4,2.64,12.99,50.38
2020-10-26,32.46,10.69,190.84,296.66,87.73,2.56,12.95,49.89
2020-10-27,33.35,10.34,188.93,280.43,87.73,2.51,12.98,51.39
2020-10-28,40.28,9.92,189.27,272.28,88.33,2.31,13.07,52.88
2020-10-29,37.59,9.38,190.06,264.14,88.01,2.29,12.99,55.87
2020-10-30,38.02,9.41,190.98,251.23,87.51,2.18,12.94,57.18
2020-10-31,38.02,9.41,190.48,238.03,88.76,2.09,12.93,57.18
2020-11-01,38.02,9.41,190.24,232.13,88.12,2.0,12.95,57.18
2020-11-02,37.13,9.63,190.07,226.34,88.92,1.91,13.07,58.67
2020-11-03,35.55,10.19,190.38,212.84,89.37,1.88,12.95,59.34
2020-11-04,29.57,10.12,190.19,201.68,89.09,1.78,12.96,57.35
2020-11-05,27.58,10.5,189.02,196.74,88.46,1.67,12.93,55.36
2020-11-06,24.86,10.57,190.04,183.54,88.88,1.62,13.03,51.87
2020-11-07,24.86,10.57,188.98,173.28,89.98,1.46,13.09,51.87
2020-11-08,24.86,10.57,190.08,165.31,89.54,1.38,12.99,51.87
2020-11-09,25.75,11.27,189.54,157.23,89.82,1.27,12.96,50.36
2020-11-10,24.8,11.69,192.41,151.86,90.28,1.22,12.96,48.35
2020-11-11,23.45,11.6,189.96,137.85,90.43,1.15,12.8,45.35
2020-11-12,25.35,11.51,188.67,128.98,90.43,1.06,13.0,45.86
2020-11-13,23.1,11.75,189.87,114.66,90.41,0.98,12.96,47.0
2020-11-14,23.1,11.75,190.49,103.47,90.54,0.85,12.98,47.0
2020-11-15,23.1,11.75,191.59,96.67,91.2,0.82,12.9,47.0
2020-11-16,22.45,12.03,189.44,87.02,91.26,0.72,12.92,47.85
2020-11-17,22.71,12.21,188.5,74.01,91.1,0.64,12.92,46.34
2020-11-18,23.84,12.05,190.78,66.71,91.83,0.49,13.01,45.85
2020-11-19,23.11,12.25,188.69,58.5,91.51,0.46,12.92,45.84
2020-11-20,23.7,12.22,189.59,48.63,91.38,0.34,13.08,46.85
2020-11-21,23.7,12.22,189.76,39.25,91.6,0.27,12.97,46.85
2020-11-22,23.7,12.22,189.93,28.89,91.69,0.2,12.86,46.85
2020-11-23,22.66,12.52,190.65,16.94,92.15,0.11,12.93,47.34
2020-11-24,21.64,13.02,189.35,7.15,92.95,-0.0,12.9,46.84
2020-11-25,21.25,12.96,189.74,-4.49,92.29,-0.07,12.8,45.32
2020-11-26,21.25,12.96,189.99,-6.12,92.88,-0.19,13.04,45.33
2020-11-27,20.84,12.93,190.14,-20.72,92.7,-0.22,12.98,45.32
2020-11-28,20.84,12.93,190.09,-31.15,93.05,-0.34,12.97,45.32
2020-11-29,20.84,12.93,190.41,-42.84,92.71,-0.39,12.95,45.32
2020-11-30,20.57,12.47,190.8,-42.06,93.42,-0.52,12.84,45.34
